District,Year,Season,Crop,Area,Production,Weather
BEED,2012,Kharif,Castor seed,432,300,Rainy
BULDHANA,2003,Zaid,Other Kharif pulses,279,300,Overcast 
CHANDRAPUR,2000,Rabi,Sesamum,32,300,Rainy
GADCHIROLI,2002,Rabi,Other Kharif pulses,358,300,Sunny
GADCHIROLI,2009,Rabi,Sesamum,483,300,Sunny
GONDIA,2011,Rabi,Sesamum,353,300,Rainy
HINGOLI,2011,Zaid,Sesamum,259,300,Rainy
KOLHAPUR,1999,Zaid,Small millets,220,300,Rainy
LATUR,2001,Zaid,Rapeseed &Mustard,298,300,Sunny
NASHIK,2008,Zaid,Castor seed,399,300,Sunny
PARBHANI,1999,Kharif,Rapeseed &Mustard,139,300,Overcast 
PARBHANI,2000,Rabi,Castor seed,147,300,Overcast 
PARBHANI,2011,Kharif,Linseed,1,300,Sunny
SANGLI,1999,Rabi,Niger seed,339,300,Rainy
SOLAPUR,1999,Zaid,Small millets,25,300,Overcast 
THANE,2002,Zaid,Other Kharif pulses,49,300,Rainy
WARDHA,1997,Zaid,Moong(Green Gram),453,300,Overcast 
WARDHA,1999,Zaid,Other Kharif pulses,491,300,Overcast 
CHANDRAPUR,2002,Rabi,Sesamum,208,200,Overcast 
CHANDRAPUR,2003,Kharif,Sesamum,304,200,Sunny
GONDIA,2006,Rabi,Sesamum,226,200,Overcast 
JALNA,2003,Zaid,Niger seed,414,200,Sunny
JALNA,2008,Rabi,Linseed,469,200,Rainy
LATUR,2009,Rabi,Castor seed,18,200,Sunny
LATUR,2011,Rabi,Other Kharif pulses,43,200,Sunny
LATUR,2014,Kharif,Niger seed,191,200,Overcast 
NANDED,2000,Zaid,Rapeseed &Mustard,250,200,Rainy
NANDED,2001,Zaid,Rapeseed &Mustard,304,200,Overcast 
PARBHANI,2014,Kharif,Sunflower,39,200,Overcast 
LATUR,2009,Zaid,Niger seed,197,100,Sunny
NANDURBAR,2006,Zaid,Castor seed,400,100,Rainy
WARDHA,1997,Rabi,Total foodgrain,426,645,Overcast 
DHULE,1997,Zaid,Pulses total,195,846,Sunny
DHULE,2007,Kharif,Cotton(lint),180,463,Rainy
RATNAGIRI,1997,Zaid,Total foodgrain,373,354,Overcast 
JALNA,1997,Rabi,Pulses total,339,214,Sunny
HINGOLI,2007,Zaid,Soyabean,30,610,Overcast 
AURANGABAD,2007,Rabi,Jowar,454,342,Rainy
PUNE,2007,Kharif,Bajra,32,982,Overcast 
KOLHAPUR,2007,Zaid,Rice,376,536,Sunny
AURANGABAD,2007,Rabi,Bajra,162,856,Overcast 
OSMANABAD,1997,Kharif,Pulses total,94,90,Sunny
YAVATMAL,2007,Rabi,Arhar/Tur,252,924,Overcast 
AKOLA,2011,Zaid,Maize,179,889,Overcast 
AKOLA,2010,Rabi,Maize,125,268,Overcast 
YAVATMAL,2009,Zaid,Maize,129,619,Rainy
JALNA,2013,Rabi,Safflower,343,685,Overcast 
AURANGABAD,2013,Rabi,Safflower,21,987,Sunny
JALGAON,2003,Rabi,Maize,95,891,Rainy
NASHIK,2003,Kharif,Maize,54,308,Sunny
AKOLA,1999,Zaid,Sunflower,343,107,Sunny
SANGLI,1997,Zaid,Maize,462,214,Rainy
AHMEDNAGAR,1997,Rabi,Maize,233,975,Overcast 
BULDHANA,2011,Rabi,Groundnut,187,846,Rainy
PUNE,2013,Zaid,Maize,231,433,Sunny
AHMEDNAGAR,2002,Rabi,Maize,418,552,Sunny
KOLHAPUR,2012,Zaid,Sunflower,445,994,Overcast 
SOLAPUR,2012,Kharif,Maize,113,780,Overcast 
LATUR,1997,Rabi,Maize,475,208,Overcast 
KOLHAPUR,2014,Rabi,Sunflower,213,731,Overcast 
PUNE,2014,Zaid,Maize,280,868,Sunny
SANGLI,2001,Zaid,Maize,225,563,Rainy
SOLAPUR,2003,Rabi,Cotton(lint),115,746,Rainy
AURANGABAD,2011,Rabi,Maize,21,458,Rainy
AURANGABAD,2013,Kharif,Maize,307,264,Rainy
JALGAON,1998,Zaid,Other Cereals & Millets,455,308,Overcast 
NASHIK,2008,Kharif,Jowar,326,832,Overcast 
WARDHA,2004,Kharif,Groundnut,180,648,Overcast 
BEED,1998,Kharif,Soyabean,40,718,Overcast 
BULDHANA,2006,Rabi,Groundnut,105,394,Sunny
JALGAON,2013,Kharif,Groundnut,145,326,Overcast 
LATUR,2000,Kharif,Maize,476,466,Sunny
AURANGABAD,1997,Kharif,Rice,128,732,Sunny
HINGOLI,2012,Rabi,Groundnut,140,783,Sunny
KOLHAPUR,2013,Rabi,Sunflower,24,584,Sunny
AMRAVATI,2010,Rabi,Jowar,356,1100,Sunny
GADCHIROLI,2013,Rabi,Jowar,335,1100,Sunny
SINDHUDURG,2011,Zaid,Other Kharif pulses,197,1100,Rainy
SOLAPUR,2008,Rabi,Groundnut,505,1100,Rainy
CHANDRAPUR,1997,Kharif,Maize,34,1000,Rainy
GADCHIROLI,2010,Kharif,Wheat,196,1000,Sunny
JALGAON,2012,Rabi,Groundnut,230,1000,Rainy
DHULE,2003,Zaid,Small millets,38,900,Overcast 
GADCHIROLI,2009,Kharif,Wheat,508,900,Sunny
HINGOLI,2008,Zaid,Maize,68,900,Overcast 
JALNA,2003,Rabi,Groundnut,107,800,Rainy
SATARA,2001,Rabi,Small millets,54,800,Rainy
SOLAPUR,2005,Kharif,Soyabean,155,800,Rainy
AKOLA,1998,Rabi,Other Cereals & Millets,97,700,Overcast 
AMRAVATI,2003,Rabi,Small millets,329,700,Sunny
BEED,2005,Zaid,Sunflower,31,700,Sunny
DHULE,2002,Rabi,Small millets,284,700,Overcast 
HINGOLI,2003,Rabi,Bajra,354,700,Rainy
HINGOLI,2010,Rabi,Rice,97,700,Overcast 
PARBHANI,2014,Kharif,Other Kharif pulses,181,700,Sunny
RAIGAD,2005,Rabi,Arhar/Tur,361,700,Rainy
SINDHUDURG,2000,Rabi,Small millets,287,700,Rainy
WASHIM,2002,Kharif,Rice,99,700,Overcast 
AKOLA,2004,Rabi,Sunflower,156,600,Overcast 
AKOLA,2006,Rabi,Bajra,456,600,Overcast 
AMRAVATI,2012,Zaid,Castor seed,235,600,Rainy
AMRAVATI,2013,Kharif,Other Kharif pulses,33,600,Sunny
BEED,2006,Kharif,Sunflower,273,600,Rainy
BULDHANA,2014,Zaid,Groundnut,390,600,Overcast 
HINGOLI,1999,Rabi,Sunflower,497,600,Sunny
OSMANABAD,2004,Zaid,Other Cereals & Millets,138,600,Overcast 
PARBHANI,2011,Rabi,Other Kharif pulses,324,600,Overcast 
RAIGAD,2004,Zaid,Arhar/Tur,436,600,Sunny
RAIGAD,2008,Rabi,Arhar/Tur,32,600,Sunny
SATARA,1999,Rabi,Sunflower,462,600,Sunny
SOLAPUR,2002,Kharif,Jowar,102,600,Sunny
WARDHA,2003,Kharif,Moong(Green Gram),183,600,Overcast 
AKOLA,2006,Zaid,Maize,4,500,Sunny
AMRAVATI,1999,Kharif,Other Kharif pulses,280,500,Rainy
AMRAVATI,2014,Rabi,Groundnut,442,500,Sunny
DHULE,2011,Zaid,Other Kharif pulses,336,500,Overcast 
KOLHAPUR,2014,Zaid,Moong(Green Gram),377,500,Rainy
NAGPUR,2008,Rabi,Urad,315,500,Rainy
PARBHANI,2001,Zaid,Linseed,348,500,Rainy
SATARA,2008,Kharif,Safflower,130,500,Sunny
SATARA,2014,Kharif,Sunflower,201,500,Overcast 
AHMEDNAGAR,2004,Rabi,Sesamum,290,400,Sunny
AKOLA,1998,Rabi,Jowar,116,400,Rainy
AKOLA,2003,Rabi,Sunflower,100,400,Sunny
AKOLA,2011,Kharif,Sesamum,318,400,Rainy
AMRAVATI,1998,Kharif,Sunflower,453,400,Rainy
AMRAVATI,1999,Zaid,Sunflower,390,400,Sunny
BULDHANA,2003,Rabi,Sunflower,290,400,Overcast 
GONDIA,2008,Kharif,Sesamum,185,400,Overcast 
HINGOLI,2008,Rabi,Sunflower,158,400,Sunny
JALNA,1998,Rabi,Rice,347,400,Overcast 
LATUR,2002,Zaid,Small millets,350,400,Overcast 
NAGPUR,2014,Kharif,Jowar,306,400,Overcast 
NANDURBAR,2010,Rabi,Castor seed,381,400,Sunny
NASHIK,1999,Zaid,Sunflower,330,400,Overcast 
OSMANABAD,2012,Zaid,Other  Rabi pulses,36,400,Sunny
PUNE,1999,Kharif,Sesamum,289,400,Overcast 
PUNE,2002,Kharif,Sunflower,125,400,Rainy
SATARA,2002,Zaid,Small millets,247,400,Sunny
SATARA,2011,Rabi,Safflower,354,400,Rainy
SATARA,2012,Zaid,Niger seed,193,400,Rainy
THANE,1998,Kharif,Sesamum,298,400,Overcast 
THANE,1999,Zaid,Sesamum,328,400,Rainy
YAVATMAL,2009,Zaid,Sesamum,360,400,Sunny
SATARA,2013,Kharif,Niger seed,495,360,Sunny
AHMEDNAGAR,1999,Zaid,Linseed,477,300,Sunny
AKOLA,2012,Rabi,Sesamum,96,300,Rainy
AURANGABAD,2010,Rabi,Sesamum,187,300,Rainy
BHANDARA,1999,Zaid,Urad,44,300,Overcast 
CHANDRAPUR,2014,Zaid,Other Kharif pulses,461,300,Overcast 
GONDIA,2009,Kharif,Sesamum,29,300,Rainy
HINGOLI,2010,Zaid,Sesamum,389,300,Rainy
JALNA,2002,Rabi,Niger seed,468,300,Rainy
JALNA,2014,Zaid,Jowar,508,300,Rainy
KOLHAPUR,2008,Zaid,Niger seed,187,300,Overcast 
LATUR,2012,Kharif,Linseed,188,300,Overcast 
NANDED,2010,Kharif,Niger seed,462,300,Sunny
OSMANABAD,2012,Kharif,Rapeseed &Mustard,334,300,Sunny
PARBHANI,1999,Zaid,Castor seed,264,300,Sunny
SANGLI,2003,Zaid,Sunflower,469,300,Overcast 
SATARA,2008,Kharif,Niger seed,12,300,Rainy
SOLAPUR,2000,Rabi,Linseed,165,300,Rainy
WARDHA,2001,Zaid,Other Kharif pulses,322,300,Overcast 
AHMEDNAGAR,2000,Rabi,Sesamum,115,200,Sunny
AHMEDNAGAR,2004,Zaid,Linseed,103,200,Rainy
AURANGABAD,2006,Zaid,Rapeseed &Mustard,82,200,Overcast 
BEED,2004,Kharif,other oilseeds,44,200,Sunny
BULDHANA,2004,Rabi,Other Kharif pulses,258,200,Rainy
GONDIA,2004,Kharif,Sesamum,216,200,Rainy
GONDIA,2005,Kharif,Sesamum,129,200,Overcast 
GONDIA,2010,Kharif,Sesamum,341,200,Overcast 
HINGOLI,2006,Kharif,Sesamum,112,200,Sunny
JALNA,2004,Rabi,Niger seed,119,200,Sunny
JALNA,2004,Zaid,other oilseeds,192,200,Sunny
JALNA,2006,Zaid,Niger seed,434,200,Rainy
JALNA,2012,Zaid,Safflower,423,200,Rainy
NANDED,2006,Rabi,Castor seed,489,200,Rainy
NANDURBAR,2000,Kharif,Sesamum,504,200,Sunny
NASHIK,2006,Zaid,Castor seed,18,200,Sunny
OSMANABAD,2014,Kharif,Other  Rabi pulses,36,200,Sunny
PUNE,2000,Rabi,Sesamum,433,200,Sunny
THANE,2000,Kharif,Sesamum,344,200,Rainy
AURANGABAD,2008,Rabi,Linseed,101,100,Sunny
LATUR,2012,Zaid,Other Kharif pulses,419,100,Overcast 
NAGPUR,2009,Zaid,Linseed,431,100,Sunny
AURANGABAD,2007,Rabi,Maize,315,1000,Rainy
DHULE,2007,Kharif,Bajra,209,930,Rainy
YAVATMAL,2007,Rabi,Gram,286,885,Rainy
SANGLI,2007,Rabi,Jowar,505,864,Rainy
AMRAVATI,2007,Kharif,Gram,18,1096,Overcast 
AMRAVATI,2013,Zaid,Maize,120,510,Rainy
NANDURBAR,2010,Zaid,Maize,131,705,Sunny
AMRAVATI,2006,Rabi,Groundnut,162,312,Sunny
GADCHIROLI,2013,Zaid,Maize,79,666,Overcast 
OSMANABAD,2006,Zaid,Maize,208,850,Overcast 
AMRAVATI,2005,Rabi,Groundnut,23,957,Rainy
KOLHAPUR,2011,Zaid,Sunflower,343,459,Sunny
NAGPUR,2003,Rabi,Rice,325,184,Overcast 
SOLAPUR,2004,Zaid,Cotton(lint),85,452,Sunny
JALNA,1997,Zaid,Maize,366,545,Rainy
LATUR,2003,Zaid,Maize,379,188,Rainy
SANGLI,2001,Zaid,Groundnut,426,914,Sunny
SATARA,2011,Kharif,Cotton(lint),20,490,Sunny
NASHIK,2002,Rabi,Groundnut,276,320,Rainy
AHMEDNAGAR,2013,Kharif,Maize,320,650,Rainy
BULDHANA,1999,Zaid,Maize,136,932,Overcast 
AMRAVATI,2011,Zaid,Groundnut,288,764,Sunny
BULDHANA,1998,Kharif,Maize,482,155,Overcast 
SOLAPUR,1999,Kharif,Soyabean,69,732,Overcast 
DHULE,2014,Zaid,Ragi,240,312,Overcast 
AHMEDNAGAR,2012,Zaid,Groundnut,77,994,Overcast 
AMRAVATI,2013,Zaid,Groundnut,505,692,Rainy
LATUR,1998,Rabi,Other Cereals & Millets,97,363,Rainy
NAGPUR,2001,Zaid,Groundnut,237,311,Overcast 
OSMANABAD,2007,Kharif,Arhar/Tur,381,150,Overcast 
AKOLA,2005,Kharif,Sunflower,254,1100,Overcast 
SANGLI,1998,Rabi,Groundnut,146,1100,Sunny
NAGPUR,2006,Kharif,Sunflower,17,1000,Sunny
WARDHA,2014,Rabi,Maize,165,1000,Overcast 
AHMEDNAGAR,2010,Rabi,Sunflower,451,800,Overcast 
GADCHIROLI,2001,Rabi,Wheat,80,800,Rainy
GADCHIROLI,2002,Kharif,Wheat,460,800,Overcast 
GADCHIROLI,2005,Rabi,Wheat,385,800,Overcast 
RAIGAD,2009,Rabi,Arhar/Tur,46,800,Overcast 
WASHIM,2009,Zaid,Safflower,412,800,Rainy
BEED,2006,Rabi,Maize,451,700,Sunny
DHULE,2003,Kharif,Other  Rabi pulses,300,700,Overcast 
DHULE,2004,Rabi,Other  Rabi pulses,206,700,Overcast 
YAVATMAL,2004,Rabi,Groundnut,130,700,Sunny
AKOLA,1999,Rabi,Small millets,465,145,Sunny
BULDHANA,2004,Kharif,Sunflower,104,36,Sunny
GADCHIROLI,1999,Rabi,Wheat,234,83,Rainy
GADCHIROLI,2000,Kharif,Wheat,172,232,Overcast 
LATUR,1998,Zaid,Sunflower,197,248,Overcast 
OSMANABAD,1998,Rabi,Sunflower,510,-32,Overcast 
OSMANABAD,1999,Zaid,Sunflower,511,201,Overcast 
RAIGAD,1997,Zaid,Urad,511,174,Sunny
RAIGAD,2006,Zaid,Arhar/Tur,332,205,Sunny
SATARA,1998,Zaid,Sunflower,346,156,Overcast 
SATARA,2013,Zaid,Sunflower,414,-83,Rainy
SINDHUDURG,2001,Zaid,Small millets,183,-22,Rainy
WARDHA,2005,Rabi,Sunflower,414,255,Rainy
AKOLA,2001,Rabi,Sunflower,370,269,Sunny
AKOLA,2002,Rabi,Sunflower,341,-74,Sunny
AMRAVATI,1999,Kharif,Bajra,193,259,Sunny
CHANDRAPUR,2003,Zaid,Moong(Green Gram),228,232,Rainy
JALGAON,2006,Rabi,Sunflower,438,232,Overcast 
NANDED,2001,Rabi,Other  Rabi pulses,11,279,Sunny
NANDED,2008,Rabi,Groundnut,414,18,Rainy
OSMANABAD,1999,Rabi,Small millets,370,-14,Sunny
RAIGAD,1998,Zaid,Arhar/Tur,247,3,Rainy
RAIGAD,2002,Rabi,Arhar/Tur,265,101,Sunny
RAIGAD,2003,Zaid,Arhar/Tur,191,-81,Overcast 
SATARA,1999,Zaid,Other  Rabi pulses,166,38,Overcast 
SATARA,2002,Rabi,Other  Rabi pulses,109,-27,Overcast 
SINDHUDURG,1999,Kharif,Other Kharif pulses,61,56,Sunny
WARDHA,2001,Kharif,Moong(Green Gram),216,-26,Overcast 
AKOLA,2003,Kharif,Sunflower,509,162,Overcast 
AMRAVATI,2001,Rabi,Bajra,246,86,Rainy
AMRAVATI,2003,Zaid,Sunflower,498,-5,Sunny
BEED,2008,Kharif,Rice,447,-62,Overcast 
DHULE,1998,Kharif,Niger seed,276,70,Sunny
HINGOLI,1999,Kharif,Linseed,5,40,Rainy
JALNA,1999,Kharif,Other  Rabi pulses,278,-36,Sunny
JALNA,2003,Kharif,Small millets,233,123,Rainy
LATUR,2009,Kharif,Maize,49,256,Sunny
NASHIK,2000,Kharif,Other  Rabi pulses,332,22,Sunny
OSMANABAD,2000,Rabi,Other  Rabi pulses,186,155,Rainy
OSMANABAD,2012,Kharif,Groundnut,76,74,Sunny
RAIGAD,2000,Rabi,Arhar/Tur,88,30,Overcast 
RAIGAD,2001,Zaid,Arhar/Tur,226,-70,Rainy
RATNAGIRI,2000,Rabi,Other Kharif pulses,355,-78,Rainy
WARDHA,2002,Zaid,Moong(Green Gram),485,211,Sunny
WASHIM,2003,Rabi,Sunflower,387,-49,Overcast 
AHMEDNAGAR,2006,Rabi,Linseed,149,132,Sunny
AMRAVATI,2004,Kharif,Other Cereals & Millets,233,66,Sunny
AURANGABAD,2012,Zaid,Safflower,128,62,Rainy
BEED,2001,Kharif,Castor seed,219,26,Overcast 
BEED,2011,Zaid,Castor seed,499,40,Rainy
CHANDRAPUR,1999,Kharif,Sesamum,173,-22,Rainy
GONDIA,1999,Rabi,Sesamum,157,153,Rainy
GONDIA,2001,Kharif,Sesamum,359,182,Overcast 
JALGAON,2011,Rabi,Other Kharif pulses,492,71,Overcast 
LATUR,2005,Rabi,Rapeseed &Mustard,239,-88,Sunny
LATUR,2013,Zaid,Linseed,195,-14,Sunny
NASHIK,2009,Kharif,Castor seed,174,52,Sunny
PARBHANI,2000,Rabi,Linseed,178,211,Sunny
PUNE,2006,Zaid,Sesamum,204,206,Overcast 
SATARA,1999,Kharif,Small millets,461,255,Rainy
SATARA,2014,Zaid,Niger seed,258,287,Rainy
SOLAPUR,1999,Kharif,Linseed,504,232,Overcast 
SOLAPUR,2009,Kharif,Moong(Green Gram),245,214,Sunny
AHMEDNAGAR,2002,Rabi,Linseed,162,113,Rainy
AHMEDNAGAR,2005,Rabi,Sesamum,386,81,Sunny
AMRAVATI,2004,Kharif,Sesamum,494,283,Overcast 
BULDHANA,2001,Zaid,Castor seed,229,12,Overcast 
GONDIA,2000,Kharif,Sesamum,368,87,Sunny
GONDIA,2003,Kharif,Sesamum,111,203,Sunny
HINGOLI,2008,Kharif,Sesamum,449,-81,Overcast 
JALNA,2001,Kharif,Niger seed,62,111,Sunny
JALNA,2005,Rabi,Niger seed,135,-59,Overcast 
JALNA,2014,Kharif,Other Kharif pulses,134,-59,Overcast 
NAGPUR,1998,Zaid,Rapeseed &Mustard,447,33,Overcast 
NAGPUR,1998,Kharif,Sesamum,216,32,Sunny
NAGPUR,2003,Zaid,Rapeseed &Mustard,100,79,Sunny
NANDED,2002,Zaid,Other Kharif pulses,1,92,Sunny
NANDED,2004,Kharif,other oilseeds,322,238,Rainy
NANDED,2005,Kharif,Castor seed,462,178,Sunny
NANDED,2008,Rabi,Castor seed,264,-96,Sunny
PARBHANI,2008,Kharif,Linseed,355,157,Overcast 
PARBHANI,2012,Kharif,Niger seed,331,135,Overcast 
PARBHANI,2013,Kharif,Niger seed,360,-23,Rainy
PUNE,1998,Zaid,Sesamum,415,17,Sunny
PUNE,2001,Zaid,Sesamum,471,51,Sunny
SATARA,2002,Zaid,Small millets,424,-8,Rainy
SOLAPUR,2001,Zaid,Linseed,449,36,Sunny
SOLAPUR,2012,Kharif,Rapeseed &Mustard,87,-41,Overcast 
AKOLA,2014,Zaid,Sesamum,410,164,Overcast 
OSMANABAD,2003,Kharif,Other  Rabi pulses,467,79,Sunny
OSMANABAD,2005,Zaid,Castor seed,358,-16,Sunny
OSMANABAD,2006,Zaid,Castor seed,16,57,Overcast 
PARBHANI,2014,Kharif,Niger seed,270,-82,Overcast 
AHMEDNAGAR,2012,Kharif,Safflower,394,41,Rainy
NASHIK,2007,Zaid,Maize,243,26,Overcast 
YAVATMAL,2003,Rabi,Tomato,28,261,Overcast 
SATARA,2007,Kharif,Jowar,482,13,Sunny
KOLHAPUR,2014,Zaid,Rice,414,-29,Rainy
SOLAPUR,2011,Kharif,Cotton(lint),64,80,Overcast 
AMRAVATI,2001,Zaid,Maize,418,12,Overcast 
NAGPUR,2002,Kharif,Rice,451,188,Overcast 
SANGLI,2002,Kharif,Groundnut,81,141,Rainy
AKOLA,2002,Zaid,Groundnut,214,113,Rainy
AMRAVATI,2002,Rabi,Maize,443,5,Sunny
NANDED,2003,Rabi,Maize,290,224,Sunny
NASHIK,2012,Rabi,Maize,31,-26,Rainy
NASHIK,2002,Kharif,Maize,511,-39,Overcast 
SOLAPUR,2006,Kharif,Cotton(lint),153,236,Overcast 
NASHIK,2004,Kharif,Maize,333,217,Overcast 
SANGLI,2001,Kharif,Ragi,248,170,Rainy
BULDHANA,2012,Rabi,Groundnut,50,279,Overcast 
BULDHANA,2004,Zaid,Maize,342,284,Overcast 
NASHIK,1998,Kharif,Other Cereals & Millets,364,-4,Overcast 
OSMANABAD,2004,Zaid,Maize,482,53,Sunny
SANGLI,2000,Rabi,Ragi,129,237,Sunny
WASHIM,2013,Rabi,Groundnut,125,-72,Sunny
AHMEDNAGAR,1997,Zaid,Jowar,177,147,Rainy
JALGAON,2003,Rabi,Rice,171,205,Overcast 
PARBHANI,2000,Kharif,Maize,312,48,Rainy
AMRAVATI,2012,Zaid,Groundnut,37,-71,Sunny
AURANGABAD,1998,Zaid,Groundnut,184,20,Sunny
DHULE,2000,Rabi,Groundnut,463,98,Rainy
DHULE,2013,Zaid,Maize,252,172,Rainy
WASHIM,2012,Zaid,Groundnut,65,136,Rainy
AMRAVATI,2011,Rabi,Groundnut,38,164,Sunny
BULDHANA,2000,Zaid,Maize,404,140,Overcast 
BULDHANA,2006,Zaid,Sunflower,152,246,Rainy
SATARA,1998,Zaid,Other Cereals & Millets,404,189,Sunny
GADCHIROLI,2008,Rabi,Wheat,155,13,Rainy
JALGAON,2002,Kharif,Rice,6,44,Sunny
SATARA,2003,Kharif,Other  Rabi pulses,338,282,Overcast 
GADCHIROLI,2012,Rabi,Maize,488,294,Overcast 
NAGPUR,2009,Kharif,Moong(Green Gram),31,243,Sunny
WASHIM,2002,Rabi,Jowar,244,178,Overcast 
AKOLA,2011,Kharif,Sunflower,68,151,Sunny
BHANDARA,1998,Rabi,Other Cereals & Millets,346,147,Rainy
CHANDRAPUR,1998,Zaid,Other Cereals & Millets,343,-48,Overcast 
CHANDRAPUR,2009,Zaid,Jowar,338,238,Overcast 
GADCHIROLI,2003,Rabi,Wheat,10,196,Rainy
GONDIA,2001,Kharif,Small millets,393,300,Rainy
LATUR,2000,Rabi,Sunflower,361,241,Sunny
WASHIM,2010,Kharif,Safflower,284,-64,Sunny
AKOLA,2008,Kharif,Bajra,301,120,Sunny
AMRAVATI,2000,Rabi,Bajra,122,95,Sunny
AMRAVATI,2001,Kharif,Sunflower,176,268,Overcast 
AMRAVATI,2002,Zaid,Sunflower,407,60,Overcast 
HINGOLI,2001,Zaid,Other  Rabi pulses,93,-29,Rainy
HINGOLI,2003,Rabi,Other  Rabi pulses,479,89,Rainy
JALGAON,1999,Zaid,Sunflower,3,-4,Rainy
NAGPUR,2000,Kharif,Sunflower,328,281,Rainy
NAGPUR,2010,Rabi,Moong(Green Gram),248,88,Overcast 
NANDURBAR,2004,Zaid,Sunflower,29,285,Rainy
NASHIK,2013,Kharif,Other  Rabi pulses,402,159,Sunny
RAIGAD,1999,Kharif,Arhar/Tur,463,66,Rainy
RATNAGIRI,2003,Rabi,Other Kharif pulses,92,-71,Sunny
RATNAGIRI,2004,Kharif,Other Kharif pulses,336,119,Sunny
THANE,2006,Kharif,Moong(Green Gram),493,102,Sunny
WARDHA,2004,Rabi,Moong(Green Gram),39,179,Rainy
AMRAVATI,2014,Zaid,Castor seed,195,-59,Rainy
AURANGABAD,1999,Kharif,Rice,230,246,Sunny
BEED,2010,Zaid,Castor seed,44,197,Overcast 
BHANDARA,2001,Rabi,Jowar,258,46,Overcast 
CHANDRAPUR,2004,Kharif,Moong(Green Gram),130,-17,Rainy
GADCHIROLI,2006,Rabi,Rapeseed &Mustard,210,279,Overcast 
JALGAON,2011,Kharif,Sunflower,140,48,Overcast 
LATUR,2003,Zaid,Small millets,437,-78,Overcast 
NAGPUR,2012,Zaid,Sunflower,199,219,Sunny
NANDED,1999,Kharif,Other  Rabi pulses,192,209,Rainy
NANDED,2004,Zaid,Other Cereals & Millets,507,-86,Overcast 
NANDED,2011,Rabi,Sunflower,336,296,Sunny
NANDURBAR,2004,Rabi,other oilseeds,116,131,Overcast 
OSMANABAD,2004,Kharif,Sunflower,375,93,Sunny
PARBHANI,2009,Rabi,Maize,383,204,Rainy
PARBHANI,2012,Zaid,Sunflower,164,117,Overcast 
SATARA,2000,Rabi,Sunflower,294,-45,Overcast 
SATARA,2002,Zaid,Sunflower,240,83,Overcast 
SOLAPUR,2012,Zaid,Safflower,175,-51,Overcast 
THANE,1999,Kharif,Moong(Green Gram),209,209,Overcast 
WASHIM,2008,Kharif,Safflower,194,11,Overcast 
YAVATMAL,2014,Kharif,Castor seed,227,-86,Sunny
AHMEDNAGAR,1998,Rabi,Sesamum,479,226,Rainy
AMRAVATI,2011,Zaid,Sesamum,92,60,Overcast 
AURANGABAD,2011,Kharif,Sesamum,488,-66,Overcast 
BHANDARA,1999,Kharif,Sesamum,392,23,Overcast 
BHANDARA,2001,Rabi,Sesamum,351,186,Overcast 
GADCHIROLI,2010,Zaid,Rapeseed &Mustard,84,161,Rainy
GADCHIROLI,2011,Rabi,Sesamum,341,59,Overcast 
JALGAON,2001,Rabi,Sunflower,153,81,Sunny
JALNA,2004,Rabi,Other  Rabi pulses,282,137,Sunny
KOLHAPUR,2012,Kharif,Other  Rabi pulses,321,187,Rainy
NAGPUR,2008,Zaid,Linseed,25,-12,Overcast 
NANDURBAR,2001,Zaid,Sesamum,232,260,Sunny
NANDURBAR,2001,Kharif,Sunflower,451,88,Rainy
NASHIK,2002,Rabi,Sunflower,262,-1,Rainy
NASHIK,2002,Kharif,Other  Rabi pulses,320,71,Overcast 
OSMANABAD,2002,Zaid,Other  Rabi pulses,132,13,Rainy
PARBHANI,1999,Zaid,Linseed,500,48,Overcast 
PARBHANI,2003,Zaid,Other Kharif pulses,70,-95,Sunny
RAIGAD,2000,Kharif,Other Kharif pulses,245,-12,Overcast 
SANGLI,1999,Zaid,Rapeseed &Mustard,333,272,Overcast 
SANGLI,2005,Rabi,Niger seed,478,136,Sunny
SOLAPUR,1998,Rabi,Linseed,440,264,Sunny
THANE,2000,Rabi,Moong(Green Gram),11,250,Sunny
WASHIM,2003,Rabi,Rice,488,-30,Sunny
YAVATMAL,2010,Rabi,Sesamum,462,279,Rainy
YAVATMAL,2011,Kharif,Sesamum,511,122,Rainy
AHMEDNAGAR,1999,Zaid,Sesamum,349,72,Overcast 
AHMEDNAGAR,2004,Rabi,Other Cereals & Millets,192,123,Overcast 
AHMEDNAGAR,2006,Kharif,Sesamum,347,-46,Sunny
AHMEDNAGAR,2014,Kharif,Other  Rabi pulses,267,30,Sunny
AURANGABAD,2002,Kharif,Rapeseed &Mustard,239,231,Rainy
AURANGABAD,2012,Zaid,Sesamum,283,63,Overcast 
BEED,2005,Zaid,Rapeseed &Mustard,9,-85,Rainy
BHANDARA,2003,Rabi,Sesamum,31,-25,Rainy
BULDHANA,2012,Kharif,Sesamum,239,-67,Overcast 
DHULE,2014,Kharif,Other  Rabi pulses,242,89,Sunny
GADCHIROLI,2001,Rabi,Other Kharif pulses,283,39,Sunny
GADCHIROLI,2002,Zaid,Small millets,509,175,Overcast 
GONDIA,2002,Kharif,Sesamum,232,23,Sunny
HINGOLI,2009,Zaid,Sesamum,196,113,Sunny
JALGAON,2014,Rabi,Other Kharif pulses,282,10,Overcast 
JALNA,2000,Kharif,Niger seed,417,-40,Overcast 
